In what area did the Chola Empire establish political unity,Rajaraja Chola I and his equally distinguished son Rajendra Chola I gave political unity to the whole of Southern India and established the Chola Empire as a respected sea power.,304.txt
By when had the Maratha kingdom become an empire,"Datta wrote about Bajirao I: By the early 18th century, the Maratha Kingdom had transformed itself into the Maratha Empire under the rule of the Peshwas (prime ministers).",304.txt
When did the Mature Indus Civilization thrive ,"According to Don Bosco's prophecy: ""Between parallels 15 and 20, around a lake which shall be formed; A great civilization will thrive, and that will be the Promised Land.""",428.txt
Who insisted that schooling be a priority in India,"In education, Thomas Babington Macaulay had made schooling a priority for the Raj in his famous minute of February 1835 and succeeded in implementing the use of English as the medium of instruction.",304.txt
By what dentury did Buddhism disappear form much of India,"Although Buddhism did not disappear from India for several centuries after the eighth, royal proclivities for the cults of Vishnu and Shiva weakened Buddhism's position within the sociopolitical context and helped make possible its decline.",304.txt
What leader started a mass movement against British rule,From 1920 leaders such as Mahatma Gandhi began highly popular mass movements to campaign against the British Raj using largely peaceful methods.,304.txt
What militaristic leader restored might to the Kalinga empire,"Alexander, after the meeting with his officer, Coenus, and learning about the might of Nanda Empire, was convinced that it was better to return.",304.txt
Followers what religion were the rulers of the Punjabi Kingdom,"The Punjabi kingdom, ruled by members of the Sikh religion, was a political entity that governed the region of modern-day Punjab.",304.txt
During what span of time did the Pala Empire thrive,Nalanda reached its height under the patronage of the Pala Empire.,304.txt
What style of architecture developed during the Chaluka reigns ,The reign of Shah Jahan was the golden age of Mughal architecture.,304.txt
What was the duration of the Vedic culture,"The Vedic culture is described in the texts of Vedas, still sacred to Hindus, which were orally composed in Vedic Sanskrit.",304.txt
What appointments were  the first step in Indian self-rule,The first step toward Indian self-rule was the appointment of councillors to advise the British viceroy in 1861 and the first Indian was appointed in 1909.,304.txt
What dynasty made military alliances with the Kamdamba,This military decision made solely by China changed the attitude of the Soviet Union.,199.txt
What early social movement occurred during this time of awakening,"One of the earliest social movements that emerged during this time was the Young Bengal movement, which espoused rationalism and atheism as the common denominators of civil conduct among upper caste educated Hindus.",304.txt
To what dynasty was Kashmir sold in 1849,"Punjab, North-West Frontier Province, and Kashmir were annexed after the Second Anglo-Sikh War in 1849; however, Kashmir was immediately sold under the Treaty of Amritsar to the Dogra Dynasty of Jammu and thereby became a princely state.",304.txt
In what country was the trading base for the Dutch,"The next to arrive were the Dutch, with their main base in Ceylon.",304.txt
Who ruled the Maratha Empire,"In 1737, the Maratha general Bajirao of the Maratha Empire invaded and plundered Delhi.",304.txt
What was the architectural style of the Chalukyas,"The Western Chalukyas developed an architectural style known today as a transitional style, an architectural link between the style of the early Chalukya dynasty and that of the later Hoysala empire.",304.txt
In what type of architecture did the Cholas excel ,Features of all three of the other types of diarrhea[clarification needed] can be found in this type of diarrhea.,347.txt
During what time were the Anglo-Mysore Wars,The Company soon expanded its territories around its bases in Bombay and Madras; the Anglo-Mysore Wars (1766–1799) and later the Anglo-Maratha Wars (1772–1818) led to control of the vast regions of India.,304.txt
What means did Gandhi espouse to gain self-rule,"The self/nonself theory of immunity and the self/nonself vocabulary have been criticized, but remain very influential.",111.txt
Who was the leader of the Punjabis ,"It was forged, on the foundations of the Khalsa, under the leadership of Maharaja Ranjit Singh (1780–1839) from an array of autonomous Punjabi Misls.",304.txt
On what was the disciplined force Singh relied ,Ranjit Singh proved himself to be a master strategist and selected well qualified generals for his army.,304.txt
When was the Arab invasion repulsed,"The south Indian Chalukya empire under Vikramaditya II, Nagabhata I of the Pratihara dynasty and Bappa Rawal of the Guhilot dynasty repulsed the Arab invaders in the early 8th century.",304.txt
What was the kingdom of the Shahis called,"The Hindu Shahis under Jayapala, is known for his struggles in defending his kingdom against the Ghaznavids in the modern-day eastern Afghanistan and Pakistan region.",304.txt
Who attacked and plundered Delhi in 1737,"In 1737, the Marathas defeated a Mughal army in their capital, Delhi itself in Battle of Delhi (1737).",304.txt
What group wanted to conquer India from earliest times,"The subsequent Slave dynasty of Delhi managed to conquer large areas of northern India, while the Khilji dynasty conquered most of central India but were ultimately unsuccessful in conquering and uniting the subcontinent.",304.txt
What was the time span of the Shunga Empire,The Shunga Empire played an imperative role in patronizing Indian culture at a time when some of the most important developments in Hindu thought were taking place.,304.txt
What part of India was never completely conquered,"The Chola dynasty conquered southern India and successfully invaded parts of Southeast Asia, Sri Lanka, Maldives and Bengal in the 11th century.",304.txt
What did the Vijayanagara Empire promote to unify Indian culture,South Indian mathematics flourished under the protection of the Vijayanagara Empire in Kerala.,304.txt
When were the Anglo-Maratha Wars fought,The defeat of Marathas by British in third Anglo-Maratha Wars brought end to the empire by 1820.,304.txt
In what part of India did the Tamil dynasties rule,"During this period the 3 Tamil Dynasties Chera dynasty, Chola dynasty and the Pandyan Dynasty ruled parts of southern India.",304.txt
What did Indians finally begin to demand,Most migrations begin with the birds starting off in a broad front.,109.txt
What business activity made the Gupta Empire prominent in India,"After the downfall of the prior Gupta Empire in the middle of the 6th century, North India reverted to small republics and small monarchical states ruled by Gupta rulers.",304.txt
What was the extent of the Sangam period,"The Sangam literature deals with the history, politics, wars and culture of the Tamil people of this period.",304.txt
What empire did Babur found in northern India,He brought all of northern India under his control.,304.txt
What area did Harsha unite during his reign,"Emperor Harsha of Kannauj succeeded in reuniting northern India during his reign in the 7th century, after the collapse of the Gupta dynasty.",304.txt
What action did the movements combine to produce,Similar works from the period have been found to articulate movements and actions in a highly sophisticated manner.,400.txt
What happened to the rebels of the Rebellion,The government also was determined to keep full control so that no rebellion of such size would ever happen again.,304.txt
What was the first major urbanization in India,The Government of India Act 1935 was a major success in this regard.,304.txt
In what century did the Chola Empire emerge,The Chola empire emerged as a major power during the reign of Raja Raja Chola I and Rajendra Chola I who successfully invaded parts of Southeast Asia and Sri Lanka in the 11th century.,304.txt
What was the biggest and oldest political party in India,The Vedas are some of the oldest extant texts in India.,304.txt
On what date did Timur beat the Delhi Sultan,"A Turco-Mongol conqueror in Central Asia, Timur (Tamerlane), attacked the reigning Sultan Nasir-u Din Mehmud of the Tughlaq Dynasty in the north Indian city of Delhi.",304.txt
By what route did Babur enter India,"In 1526, Babur, a Timurid descendant of Timur and Genghis Khan from Fergana Valley (modern day Uzbekistan), swept across the Khyber Pass and established the Mughal Empire, which at its zenith covered modern day Afghanistan, Pakistan, India and Bangladesh.",304.txt
What belief system began in the 15th century,The 15th century saw the emergence of Sikhism.,304.txt
To what religion had Harsha been converted,Harsha was a convert to Buddhism.,304.txt
What were the sixteen kingdoms called,"Many of the sixteen kingdoms had coalesced to four major ones by 500/400 BCE, by the time of Gautama Buddha.",304.txt
Who was the first ruler of the Kushan empire,"The Kushan Empire expanded out of what is now Afghanistan into the northwest of the subcontinent under the leadership of their first emperor, Kujula Kadphises, about the middle of the 1st century CE.",304.txt
What was Jayapala's response to the indemnity payment,Jayapala defaulted on the payment and took to the battlefield once more.,304.txt
When was the second reign of Chalukyans,"His motivations and objectives alternated from one to the other throughout his reign,"" according to Rossabi.",6.txt
What was the richest of all the dynasties,The Mughals were perhaps the richest single dynasty to have ever existed.,304.txt
What movement did the division of Bengal start,"One of the earliest social movements that emerged during this time was the Young Bengal movement, which espoused rationalism and atheism as the common denominators of civil conduct among upper caste educated Hindus.",304.txt
When was the Kerala school established,"The south Indian mathematician Madhava of Sangamagrama founded the famous Kerala school of astronomy and mathematics in the 14th century which produced a lot of great south Indian mathematicians like Parameshvara, Nilakantha Somayaji and Jyeṣṭhadeva in medieval south India.",304.txt
In what country did the White Huns settle,The White Huns established themselves in modern-day Afghanistan by the first half of the 5th century.,304.txt
Of what philosophical system do the Upanishads form the basis,Upanishads form the theoretical basis of classical Hinduism and are known as Vedanta (conclusion of the Vedas).,304.txt
For what culture is the Vedic period named,"The Vedic period is named after the Indo-Aryan culture of north-west India, although other parts of India had a distinct cultural identity during this period.",304.txt
From what did the Renaissance Movement mark the change,The rule of the Chalukyas marks an important milestone in the history of South India and a golden age in the history of Karnataka.,304.txt
What event caused the end of Ahom rule in Assam,Ahom Kingdom (1228–1826) was a kingdom and tribe which rose to prominence in present-day Assam early in the thirteenth century.,304.txt
What was the time span of the Punjabi Kingdom,"The Punjabi kingdom, ruled by members of the Sikh religion, was a political entity that governed the region of modern-day Punjab.",304.txt
What was the time span of the Mauryan Empire,The Arthashastra and the Edicts of Ashoka are the primary written records of the Mauryan times.,304.txt
Who was the ruler of Ghazni,"However, the army was hopeless in battle against the western forces, particularly against the young Mahmud of Ghazni.",304.txt
In what shape did Timur leave the city of Delhi,"Timur entered Delhi and the city was sacked, destroyed, and left in ruins, after Timur's army had killed and plundered for three days and nights.",304.txt
When did the Aryan culture begin its expansion,"The monsoon can begin any time from mid-June to late July, with an average start date around July 3.",390.txt
What policy made the Mughals a successful dynasty ,"The Mughals, while often employing brutal tactics to subjugate their empire, had a policy of integration with Indian culture, which is what made them successful where the short-lived Sultanates of Delhi had failed.",304.txt
When did the Shahis switch from Buddhist to Hindu,"The Shahis are generally split up into two eras: the Buddhist Shahis and the Hindu Shahis, with the change-over thought to have occurred sometime around 870.",304.txt
What replaced Buddha in ruling centers,Buddha found a Middle Way that ameliorated the extreme asceticism found in the Sramana religions.,304.txt
What did the Chalukya kings encourage writers to use,"This was an important period in the development of fine arts in Southern India, especially in literature as the Western Chalukya kings encouraged writers in the native language of Kannada, and Sanskrit like the philosopher and statesman Basava and the great mathematician Bhāskara II.",304.txt
What was the span of time fro the Ahom Kingdom,Ahom Kingdom (1228–1826) was a kingdom and tribe which rose to prominence in present-day Assam early in the thirteenth century.,304.txt
In what language did the educated Indian speak,Not to speak of the casualties!,199.txt
What happened to Harsha's empire after his death,Harsha belonged to Kanojia.,304.txt
What type of remains were found in the Narmada Valley,Features of all three of the other types of diarrhea[clarification needed] can be found in this type of diarrhea.,347.txt
When did Alexander the Great reach India,"Magadha (Sanskrit: मगध) formed one of the sixteen Mahā-Janapadas (Sanskrit: ""Great Countries"") or kingdoms in ancient India.",304.txt
Of what nationality was Sher Shah Suri,"However, his son Humayun was defeated by the Afghan warrior Sher Shah Suri in the year 1540, and Humayun was forced to retreat to Kabul.",304.txt
What group founded the Delhi Sultanate in the 13th century,Muslim rule started in parts of north India in the 13th century when the Delhi Sultanate was founded in 1206 CE by the Central Asian Turks.,304.txt
What dynasty did Chandragupta Maurya defeat,The empire was established by Chandragupta Maurya in Magadha (in modern Bihar) when he overthrew the Nanda Dynasty.,304.txt
When did the Chalukyans rule from Badami,"The earliest dynasty, known as the ""Badami Chalukyas"", ruled from Vatapi (modern Badami) from the middle of the 6th century.",304.txt
What are the basic written records of the Mauryans,The Arthashastra and the Edicts of Ashoka are the primary written records of the Mauryan times.,304.txt
Who consolidated the Maratha kingdom,"The Maratha kingdom was founded and consolidated by Chatrapati Shivaji, a Maratha aristocrat of the Bhonsle clan who was determined to establish Hindavi Swarajya.",304.txt
Who eventually defeated the Arabs at Rajasthan,"After several incursions, the Hindu kings east of Indus defeated the Arabs at the Battle of Rajasthan, halting their expansion and containing them at Sindh in Pakistan.",304.txt
With whom did the Renaissance movement begin,Most migrations begin with the birds starting off in a broad front.,109.txt
What was the language base of the Kushans,"They came of an Indo-European language speaking Central Asian tribe called the Yuezhi, a branch of which was known as the Kushans.",304.txt
What educational center reached it height during the Pala rule,Nalanda reached its height under the patronage of the Pala Empire.,304.txt
What geologic period came after the Mesolithic period in India,"The Vedic period is named after the Indo-Aryan culture of north-west India, although other parts of India had a distinct cultural identity during this period.",304.txt
What was the first major civilization in South Asia,"The Indus Valley Civilization which spread and flourished in the northwestern part of the Indian subcontinent from c. 3200 to 1300 BCE, was the first major civilization in South Asia.",304.txt
From what area did the Kushan Empire come,"The Kushan Empire expanded out of what is now Afghanistan into the northwest of the subcontinent under the leadership of their first emperor, Kujula Kadphises, about the middle of the 1st century CE.",304.txt
What country promised aid to Mysore to fight the British,"Under their rule, Mysore fought a series of wars sometimes against the combined forces of the British and Marathas, but mostly against the British, with Mysore receiving some aid or promise of aid from the French.",304.txt
What empire covered most of India in the 16th century,"In the 16th century, Mughals came from Central Asia and gradually covered most of India.",304.txt
Who defeated Jayapala and required an indemnity payment,Jayapala defaulted on the payment and took to the battlefield once more.,304.txt
"In the end, what empire defeated the Maratha Empire",The defeat of Marathas by British in third Anglo-Maratha Wars brought end to the empire by 1820.,304.txt
In what geographic area was the country of India established,and established the greatest empire South India had seen.,304.txt
What was the time span of the Gupta Empire,"After the downfall of the prior Gupta Empire in the middle of the 6th century, North India reverted to small republics and small monarchical states ruled by Gupta rulers.",304.txt
What type of trib were the Hephthalites,Features of all three of the other types of diarrhea[clarification needed] can be found in this type of diarrhea.,347.txt
By what age had many small states covered the subcontinent,"In the later Vedic Age, a number of small kingdoms or city states had covered the subcontinent, many mentioned in Vedic, early Buddhist and Jaina literature as far back as 500 BCE.",304.txt
When was the Rastrakuta Empire started,"Therefore, the so-called Wiedergutmachungsinitiative was started in April 2014.",273.txt
When were the earliest Upanishads composed,The 7th and 6th centuries BC witnessed the composition of the earliest Upanishads.,304.txt
"After uniting the area, what title was Harsha given",Harsha belonged to Kanojia.,304.txt
What was the Indian Rebellion of 1857 also called,The Indian rebellion of 1857 was a large-scale rebellion by soldiers employed by the British East India in northern and central India against the Company's rule.,304.txt
When was the Satavahana Empire divided into smaller states,In the 3rd century CE the empire was split into smaller states.,304.txt
What language was created during the Delhi Sultanate ,"The Delhi Sultanate is the only Indo-Islamic empire to enthrone one of the few female rulers in India, Razia Sultana (1236–1240).",304.txt
When did the Great Famine happen,"During the British Raj, famines in India, often attributed to failed government policies, were some of the worst ever recorded, including the Great Famine of 1876–78 in which 6.1 million to 10.3 million people died and the Indian famine of 1899–1900 in which 1.25 to 10 million people died.",304.txt
What king ruled Persia in 520 BC,"By 520 BC, during the reign of Darius I of Persia, much of the northwestern subcontinent (present-day eastern Afghanistan and Pakistan) came under the rule of the Persian Achaemenid Empire, as part of the far easternmost territories.",304.txt
What stage of civilization did the Mature Indus represent,"The Mature Indus civilisation flourished from about 2600 to 1900 BCE, marking the beginning of urban civilisation on the subcontinent.",304.txt
What tradition did Shunga rulers help begin,There were ten Shunga rulers.,304.txt
What empire covered most of India from 230 BCE,The territory of the empire covered much of India from 230 BCE onward.,304.txt
What was the origins of the Shramana movement,"During the time between 800 and 200 BCE the Shramana-movement formed, from which originated Jainism and Buddhism.",304.txt
When did the first Rajput kingdoms emerge in India,"The first recorded Rajput kingdoms emerged in Rajasthan in the 6th century, and small Rajput dynasties later ruled much of northern India.",304.txt
What area did the Cholas unite in the 9th century,Medieval Cholas rose to prominence during the middle of the 9th century C.E.,304.txt
During what period did Tamil literature thrive,"The Sangam literature deals with the history, politics, wars and culture of the Tamil people of this period.",304.txt
By 520 BC what empire ruled the northwestern Indian subcontinent,"By 520 BC, during the reign of Darius I of Persia, much of the northwestern subcontinent (present-day eastern Afghanistan and Pakistan) came under the rule of the Persian Achaemenid Empire, as part of the far easternmost territories.",304.txt
What was Jaipal action after his last defeat,"In the year 1001, soon after Sultan Mahmud came to power and was occupied with the Qarakhanids north of the Hindu Kush, Jaipal attacked Ghazni once more and upon suffering yet another defeat by the powerful Ghaznavid forces, near present-day Peshawar.",304.txt
What Guptas brought much of India under Gupta rule,Classical India refers to the period when much of the Indian subcontinent was reunited under the Gupta Empire (c. 320–550 CE).,304.txt
In what area did the Indian Kings contain the Arabs,The Huns were defeated by the Indian kings Yasodharman of Malwa and Narasimhagupta in the 6th century.,304.txt
What were the core epics of the Vedas,"In addition to the Vedas, the principal texts of Hinduism, the core themes of the Sanskrit epics Ramayana and Mahabharata are said to have their ultimate origins during this period.",304.txt
With whom was it said the the movement ended,"This movement was the prelude to the reforms undertaken, at the end of the century, by Raymond of Capua, and continued in the following century.",287.txt
What Indian leader said that Swaraj was his birthright,"His popular sentence ""Swaraj is my birthright, and I shall have it"" became the source of inspiration for Indians.",304.txt
What new law was created,"The law created three categories of citizenship: citizenship, associate citizenship, and naturalised citizenship.",226.txt
What maritime advantage did the Kalingans have,Barack Obama briefly had such an advantage between 2009 and 2011.,285.txt
What numeral system originated in India,"The Hindu-Arabic numerals, a positional numeral system, originated in India and was later transmitted to the West through the Arabs.",304.txt
Of what nationality were the officers in the Indian Army,"The British built a large British Indian Army, with the senior officers all British and many of the troops from small minority groups such as Gurkhas from Nepal and Sikhs.",304.txt
What was the style of worship of Hindu Gods,"Ronald Inden writes that by the 8th century CE symbols of Hindu gods ""replaced the Buddha at the imperial centre and pinnacle of the cosmo-political system, the image or symbol of the Hindu god comes to be housed in a monumental temple and given increasingly elaborate imperial-style puja worship"".",304.txt
What kind of temples were built for Hindu Gods,Many splendid temples of Mrauk U were built during this period.,226.txt
In what id Jayapala see a danger to his dynasty,"Jayapala saw a danger in the consolidation of the Ghaznavids and invaded their capital city of Ghazni both in the reign of Sebuktigin and in that of his son Mahmud, which initiated the Muslim Ghaznavid and Hindu Shahi struggles.",304.txt
What position did Muslims have in the Indian population,At the same time it must be noted that overwhelming majority of Muslims in India are Indian natives converted to Islam.,304.txt
After the Rebellion who administered the British provinces of India,The Indian rebellion of 1857 was a large-scale rebellion by soldiers employed by the British East India in northern and central India against the Company's rule.,304.txt
What is the dating of the Kuru kingdom,"When the Kuru kingdom declined, the center of Vedic culture shifted to their eastern neighbours, the Panchala kingdom.",304.txt
What city did Jayapala invade at least twice,Jayapala defaulted on the payment and took to the battlefield once more.,304.txt
What dynasty conquered southern India and parts of southeast Asia,"The Chola dynasty conquered southern India and successfully invaded parts of Southeast Asia, Sri Lanka, Maldives and Bengal in the 11th century.",304.txt
What part of the area did Jayapala lose,Jayapala defaulted on the payment and took to the battlefield once more.,304.txt
What is the archaeological period of the Mauryan Empire,The Mauryan Empire was based on a modern and efficient economy and society.,304.txt
Who took over rule of Mysore in the 18th century,The rule of Wodeyar dynasty which established the Kingdom of Mysore in southern India in around 1400 CE by was interrupted by Hyder Ali and his son Tipu Sultan in the later half of the 18th century.,304.txt
What cults weakened Buddhism in India,"Although Buddhism did not disappear from India for several centuries after the eighth, royal proclivities for the cults of Vishnu and Shiva weakened Buddhism's position within the sociopolitical context and helped make possible its decline.",304.txt
What sacred texts are some of the oldest in India,The Vedas are some of the oldest extant texts in India.,304.txt
With what styles did Mughal Rulers merge their Tuko-Persian culture,The result of the adoption and patronage of Persian culture by Turkish rulers was the development of a distinct Turko-Persian tradition.,400.txt
What were Peshwas,"Datta wrote about Bajirao I: By the early 18th century, the Maratha Kingdom had transformed itself into the Maratha Empire under the rule of the Peshwas (prime ministers).",304.txt
What administer divided the province of Bengal in half,"In 1905, Lord Curzon split the large province of Bengal into a largely Hindu western half and ""Eastern Bengal and Assam"", a largely Muslim eastern half.",304.txt
Over what did Britain have direct control,The government of Myanmar controls the gem trade by direct ownership or by joint ventures with private owners of mines.,226.txt
In what arena was Kalinga a formidable power,"However, the credit for making the Marathas formidable power nationally goes to Peshwa Bajirao I.",304.txt
Who finally was able to conquer the Sikh Empire,The first Anglo-Sikh war and second Anglo-Sikh war marked the downfall of the Sikh Empire.,304.txt
What Rastrakuta king ruler for 64 years,Some of these kings were hereditary; other states elected their rulers.,304.txt
By what is India under the Gupta Empire referered,"After the downfall of the prior Gupta Empire in the middle of the 6th century, North India reverted to small republics and small monarchical states ruled by Gupta rulers.",304.txt
Of what is Hinduism a combination,The combination is the name of the species.,222.txt
What did the Muslim invaders staunchly keep after invading,"What does however, make the Muslim intrusions and later Muslim invasions different is that unlike the preceding invaders who assimilated into the prevalent social system, the successful Muslim conquerors retained their Islamic identity and created new legal and administrative systems that challenged and usually in many cases superseded the existing systems of social conduct and ethics, even influencing the non-Muslim rivals and common masses to a large extent, though non-Muslim population was left to their own laws and customs.",304.txt
Into what area did the Aryan culture expand,"At the end of the Rigvedic period, the Aryan society began to expand from the northwestern region of the Indian subcontinent, into the western Ganges plain.",304.txt
What ruler ruled at the peak of Kadamba power,"The Kadamba fame reached its peak during the rule of Kakusthavarma, a notable ruler with whom even the kings of Gupta Dynasty of northern India cultivated marital alliances.",304.txt
What power had previously defeated the Kalingans ,In the early 16th century Krishnadevaraya of the Vijayanagara Empire defeated the last remnant of Bahmani Sultanate power after which the Bahmani Sultanate collapsed.,304.txt
What force took control of the company and the situation,They were brutally suppressed and the British government took control of the Company and eliminated many of the grievances that caused it.,304.txt
What was the general population's common language ,"The educated speech at that time was Sanskrit, while the languages of the general population of northern India are referred to as Prakrits.",304.txt
In what feature of management did the British invest heavily,"The British Raj invested heavily in infrastructure, including canals and irrigation systems in addition to railways, telegraphy, roads and ports.",304.txt
What movement rose in the 19th century,Medieval Cholas rose to prominence during the middle of the 9th century C.E.,304.txt
What did the Guptas promote in their reigns,This is one of several methods used by plants to promote outcrossing.,222.txt
Until what century did the republic states endure in India,"After the downfall of the prior Gupta Empire in the middle of the 6th century, North India reverted to small republics and small monarchical states ruled by Gupta rulers.",304.txt
What effect of independence did Muslims distrust,"Along with the desire for independence, tensions between Hindus and Muslims had also been developing over the years.",304.txt
What type of conquests were gradual in nature,The prolonged and gradual process of the Islamization of Iran began following the conquest.,400.txt
What were the Aryan social classes called,"It became increasingly agricultural and was socially organised around the hierarchy of the four varnas, or social classes.",304.txt
On what date did India gain its independence,"The British Indian territories gained independence in 1947, after being partitioned into the Union of India and Dominion of Pakistan.",304.txt
Who formed the Maurya Empire in Magadha,"Magadha played an important role in the development of Jainism and Buddhism, and two of India's greatest empires, the Maurya Empire and Gupta Empire, originated from Magadha.",304.txt
What happened in India during the Neolithic period,"The Vedic period is named after the Indo-Aryan culture of north-west India, although other parts of India had a distinct cultural identity during this period.",304.txt
What did the Bengali Renaissance resemble,The Bengali Renaissance refers to a social reform movement during the nineteenth and early twentieth centuries in the Bengal region of India during the period of British rule dominated by English educated Bengali Hindus.,304.txt
What reached it height during the reign of Shah Jehan,The reign of Shah Jahan was the golden age of Mughal architecture.,304.txt
When was the first Indian appointed as a Councillor,The first step toward Indian self-rule was the appointment of councillors to advise the British viceroy in 1861 and the first Indian was appointed in 1909.,304.txt
What ruler founded the Pala dynasty,"The morpheme Pala, meaning ""protector"", was used as an ending for the names of all the Pala monarchs.",304.txt
What declined from the 5th to the 13th centuries,"From the fifth century to the thirteenth, Śrauta sacrifices declined, and initiatory traditions of Buddhism, Jainism or more commonly Shaivism, Vaishnavism and Shaktism expanded in royal courts.",304.txt
What period started after 500 BCE,"The Vedic period, lasting from about 1750 to 500 BCE, and contributed the foundations of several cultural aspects of Indian subcontinent.",304.txt
What Kalingan ruler brought the Chedi dynasty back into power,"During the reign of Khārabēḷa, the Chedi dynasty of Kaḷinga ascended to eminence and restored the lost power and glory of Kaḷinga, which had been subdued since the devastating war with Ashoka.",304.txt
To what Kingdom did many small kingdoms pay tribute,"Under the Travancore Kingdom of Kerala, (India), lower caste women had to pay a tax for the right to cover their upper body.",196.txt
What was the first empire to unify India,"The Maurya Empire (322–185 BCE) was the first empire to unify India into one state, and was the largest on the Indian subcontinent.",304.txt
What time do the texts locating Magadha kingdom predate,"A state of Magadha, possibly a tribal kingdom, is recorded in Vedic texts much earlier in time than 600 BC.",304.txt
What feature of the nationalism movement is unknown,"In June 1946 114,070 German and 41,029 Soviet citizens were registered in the Oblast, with an unknown number of disregarded unregistered persons.",342.txt
In what year was Sangama Dynasty formed,The Empire was established in 1336 by Harihara I and his brother Bukka Raya I of Sangama Dynasty.,304.txt
Who was the final Commander-in-chief of the Mughal army,"In 1737, in the final defeat of Mughal Empire, the commander-in-chief of the Mughal Army, Nizam-ul-mulk, was routed at Bhopal by the Maratha army.",304.txt
Who made the Marathas a strong power,"With the defeat of the Marathas, no native power represented any significant threat for the British afterwards.",304.txt
Who founded the Kamdamba dynasty,"Founded by Gopala I, it was ruled by a Buddhist dynasty from Bengal in the eastern region of the Indian subcontinent.",304.txt
Who was the founder of Jainism,"Mahavira (c. 549–477 BC), proponent of Jainism, and Buddha (c. 563-483), founder of Buddhism were the most prominent icons of this movement.",304.txt
What script variant was used to write the Sanskrit language,The script used by the empire was a variant of Brahmi and was used to write the Sanskrit language.,304.txt
When did the Chalukya Empire rule,"The Western Chalukya Empire (Kannada:ಪಶ್ಚಿಮ ಚಾಲುಕ್ಯ ಸಾಮ್ರಾಜ್ಯ) ruled most of the western Deccan, South India, between the 10th and 12th centuries.",304.txt
What Turko-Mongol attacked and defeated the Sultan of Tughlaq dynasty,"A Turco-Mongol conqueror in Central Asia, Timur (Tamerlane), attacked the reigning Sultan Nasir-u Din Mehmud of the Tughlaq Dynasty in the north Indian city of Delhi.",304.txt
What worship system is central to Hinduism,"The airport is located about 11 km (6.8 mi) from the central area of Brasília, outside the metro system.",428.txt
What kind of organization did the Mature Indus have,"The civilisation is noted for its cities built of brick, roadside drainage system, and multistoreyed houses and is thought to have had some kind of municipal organization.",304.txt
In what language were the Vedas ,The Vedas are some of the oldest extant texts in India.,304.txt
What did the British form in preparation to leaving India,"The remnants of the Mughal dynasty were finally defeated during the Indian Rebellion of 1857, also called the 1857 War of Independence, and the remains of the empire were formally taken over by the British while the Government of India Act 1858 let the British Crown assume direct control of India in the form of the new British Raj.",304.txt
What famous monument did Shah Jahan build at Agra,The reign of Shah Jahan was the golden age of Mughal architecture.,304.txt
What groupings formed up into larger monarchical groups,"Because of Germanization and colonisation over the following centuries, Germans became the dominant ethnic group, while Poles and Lithuanians formed minorities.",342.txt
During what century did the Mughal empire decline,"The Mughal Empire suffered a gradual decline in the early 18th century, which provided opportunities for the Maratha Empire, Sikh Empire and Mysore Kingdom to exercise control over large areas of the subcontinent.",304.txt
What organization closely monitored business dealings in the Mauryan Empire ,The Mauryan Empire was based on a modern and efficient economy and society.,304.txt
What was the religion of the western half of Bengal,"In 1905, Lord Curzon split the large province of Bengal into a largely Hindu western half and ""Eastern Bengal and Assam"", a largely Muslim eastern half.",304.txt
Of what was Magadha one of sixteen,"Magadha (Sanskrit: मगध) formed one of the sixteen Mahā-Janapadas (Sanskrit: ""Great Countries"") or kingdoms in ancient India.",304.txt
Who did Alexander defeat in the area now Pakistan,"In 1971, Bangladesh, formerly East Pakistan and East Bengal, seceded from Pakistan.",304.txt
What former Marvel title imprint did Goodman attempt to revive,"Marvel discontinued its Marvel Adventures imprint in March 2012, and replaced them with a line of two titles connected to the Marvel Universe TV block.",220.txt
Who was Marvel/Timely's first true full-time editor,"In 1978, Jim Shooter became Marvel's editor-in-chief.",220.txt
What issue was Marvel asked to tackle for this agency,"The 1990s saw the rise of variant covers, cover enhancements, swimsuit issues, and company-wide crossovers that affected the overall continuity of the fictional Marvel Universe In 1996, Marvel had some of its titles participate in ""Heroes Reborn"", a crossover that allowed Marvel to relaunch some of its flagship characters such as the Avengers and the Fantastic Four, and outsource them to the studios of two of the former Marvel artists turned Image Comics founders, Jim Lee and Rob Liefeld.",220.txt
What Marvel hero is related to a tiny insect,"In late 1994, Marvel acquired the comic book distributor Heroes World Distribution to use as its own exclusive distributor.",220.txt
Writer Geoff Boucher compared DC to what dull 1960s crooner,"In 2009 writer Geoff Boucher reflected that, ""Superman and DC Comics instantly seemed like boring old Pat Boone; Marvel felt like The Beatles and the British Invasion.",220.txt
"In what issue was Namor, The Sub-Mariner introduced","Timely's first publication, Marvel Comics #1 (cover dated Oct. 1939), included the first appearance of Carl Burgos' android superhero the Human Torch, and the first appearances of Bill Everett's anti-hero Namor the Sub-Mariner, among other features.",220.txt
When was the first Marvel-sponsored comics convention,"Marvel held its own comic book convention, Marvelcon '75, in spring 1975, and promised a Marvelcon '76.",220.txt
By what other name were some Marvel-related comic books published,One of these shell companies through which Timely Comics was published was named Marvel Comics by at least Marvel Mystery Comics #55 (May 1944).,220.txt
Marvel Press was relaunched in what year,"With few books issued under the imprint, Marvel and Disney Books Group relaunched Marvel Press in 2011 with the Marvel Origin Storybooks line.",220.txt
